"TIME","GEO","NA_ITEM","PPP_CAT","Value"
"2010","Italy","Volume indices of real expenditure per capita in PPS (EU28=100)","Food","127"
"2010","Italy","Volume indices of real expenditure per capita in PPS (EU28=100)","Bread and cereals","132"
"2010","Italy","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Gross domestic product","105"
"2010","Italy","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Actual individual consumption","111"
"2010","Italy","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Food and non-alcoholic beverages","124"
"2010","Italy","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Food","125"
"2010","Italy","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Bread and cereals","130"
"2010","Italy","Volume indices of real expenditure per capita in PPS (EU27=100)","Gross domestic product","104"
"2010","Italy","Volume indices of real expenditure per capita in PPS (EU27=100)","Actual individual consumption","108"
"2010","Italy","Volume indices of real expenditure per capita in PPS (EU27=100)","Food and non-alcoholic beverages","126"
"2010","Italy","Volume indices of real expenditure per capita in PPS (EU27=100)","Food","127"
"2010","Italy","Volume indices of real expenditure per capita in PPS (EU27=100)","Bread and cereals","132"
"2010","Italy","Volume indices of real expenditure per capita in PPS (EU15=100)","Gross domestic product","95"
"2010","Italy","Volume indices of real expenditure per capita in PPS (EU15=100)","Actual individual consumption","99"
"2010","Italy","Volume indices of real expenditure per capita in PPS (EU15=100)","Food and non-alcoholic beverages","121"
"2010","Italy","Volume indices of real expenditure per capita in PPS (EU15=100)","Food","122"
"2010","Italy","Volume indices of real expenditure per capita in PPS (EU15=100)","Bread and cereals","125"
"2010","Cyprus","Purchasing power parities (EU28=1)","Gross domestic product","0.914832"
"2010","Cyprus","Purchasing power parities (EU28=1)","Actual individual consumption","0.945589"
"2010","Cyprus","Purchasing power parities (EU28=1)","Food and non-alcoholic beverages","1.07610"
"2010","Cyprus","Purchasing power parities (EU28=1)","Food","1.06575"
"2010","Cyprus","Purchasing power parities (EU28=1)","Bread and cereals","1.09200"
"2010","Cyprus","Purchasing power parities (EU27_2019=1)","Gross domestic product","0.924964"
"2010","Cyprus","Purchasing power parities (EU27_2019=1)","Actual individual consumption","0.964128"
"2010","Cyprus","Purchasing power parities (EU27_2019=1)","Food and non-alcoholic beverages","1.07779"
"2010","Cyprus","Purchasing power parities (EU27_2019=1)","Food","1.06631"
"2010","Cyprus","Purchasing power parities (EU27_2019=1)","Bread and cereals","1.07021"
"2010","Cyprus","Purchasing power parities (EU27=1)","Gross domestic product","0.913413"
"2010","Cyprus","Purchasing power parities (EU27=1)","Actual individual consumption","0.944163"
"2010","Cyprus","Purchasing power parities (EU27=1)","Food and non-alcoholic beverages","1.07544"
"2010","Cyprus","Purchasing power parities (EU27=1)","Food","1.06499"
"2010","Cyprus","Purchasing power parities (EU27=1)","Bread and cereals","1.09167"
"2010","Cyprus","Purchasing power parities (EU15=1)","Gross domestic product","0.863013"
"2010","Cyprus","Purchasing power parities (EU15=1)","Actual individual consumption","0.887193"
"2010","Cyprus","Purchasing power parities (EU15=1)","Food and non-alcoholic beverages","1.01860"
"2010","Cyprus","Purchasing power parities (EU15=1)","Food","1.00503"
"2010","Cyprus","Purchasing power parities (EU15=1)","Bread and cereals","1.02879"
"2010","Cyprus","Price level indices (EU28=100)","Gross domestic product","91.5"
"2010","Cyprus","Price level indices (EU28=100)","Actual individual consumption","94.6"
"2010","Cyprus","Price level indices (EU28=100)","Food and non-alcoholic beverages","107.6"
"2010","Cyprus","Price level indices (EU28=100)","Food","106.6"
"2010","Cyprus","Price level indices (EU28=100)","Bread and cereals","109.2"
"2010","Cyprus","Price level indices (EU27_2019=100)","Gross domestic product","92.5"
"2010","Cyprus","Price level indices (EU27_2019=100)","Actual individual consumption","96.4"
"2010","Cyprus","Price level indices (EU27_2019=100)","Food and non-alcoholic beverages","107.8"
"2010","Cyprus","Price level indices (EU27_2019=100)","Food","106.6"
"2010","Cyprus","Price level indices (EU27_2019=100)","Bread and cereals","107.0"
"2010","Cyprus","Price level indices (EU27=100)","Gross domestic product","91.3"
"2010","Cyprus","Price level indices (EU27=100)","Actual individual consumption","94.4"
"2010","Cyprus","Price level indices (EU27=100)","Food and non-alcoholic beverages","107.5"
"2010","Cyprus","Price level indices (EU27=100)","Food","106.5"
"2010","Cyprus","Price level indices (EU27=100)","Bread and cereals","109.2"
"2010","Cyprus","Price level indices (EU15=100)","Gross domestic product","86.3"
"2010","Cyprus","Price level indices (EU15=100)","Actual individual consumption","88.7"
"2010","Cyprus","Price level indices (EU15=100)","Food and non-alcoholic beverages","101.9"
"2010","Cyprus","Price level indices (EU15=100)","Food","100.5"
"2010","Cyprus","Price level indices (EU15=100)","Bread and cereals","102.9"
"2010","Cyprus","Nominal expenditure in national currency","Gross domestic product","19,410"
"2010","Cyprus","Nominal expenditure in national currency","Actual individual consumption","14,352"
"2010","Cyprus","Nominal expenditure in national currency","Food and non-alcoholic beverages","1,623"
"2010","Cyprus","Nominal expenditure in national currency","Food","1,465"
"2010","Cyprus","Nominal expenditure in national currency","Bread and cereals","307"
"2010","Cyprus","Nominal expenditure as a percentage of GDP (GDP=100)","Gross domestic product","100.0"
"2010","Cyprus","Nominal expenditure as a percentage of GDP (GDP=100)","Actual individual consumption","73.9"
"2010","Cyprus","Nominal expenditure as a percentage of GDP (GDP=100)","Food and non-alcoholic beverages","8.4"
"2010","Cyprus","Nominal expenditure as a percentage of GDP (GDP=100)","Food","7.5"
"2010","Cyprus","Nominal expenditure as a percentage of GDP (GDP=100)","Bread and cereals","1.6"
"2010","Cyprus","Nominal expenditure (in euro)","Gross domestic product","19,410"
"2010","Cyprus","Nominal expenditure (in euro)","Actual individual consumption","14,352"
"2010","Cyprus","Nominal expenditure (in euro)","Food and non-alcoholic beverages","1,623"
"2010","Cyprus","Nominal expenditure (in euro)","Food","1,465"
"2010","Cyprus","Nominal expenditure (in euro)","Bread and cereals","307"
"2010","Cyprus","Nominal expenditure per inhabitant (in euro)","Gross domestic product","23,401"
"2010","Cyprus","Nominal expenditure per inhabitant (in euro)","Actual individual consumption","17,304"
"2010","Cyprus","Nominal expenditure per inhabitant (in euro)","Food and non-alcoholic beverages","1,957"
"2010","Cyprus","Nominal expenditure per inhabitant (in euro)","Food","1,766"
"2010","Cyprus","Nominal expenditure per inhabitant (in euro)","Bread and cereals","370"
"2010","Cyprus","Real expenditure (in PPS_EU28)","Gross domestic product","21,217"
"2010","Cyprus","Real expenditure (in PPS_EU28)","Actual individual consumption","15,178"
"2010","Cyprus","Real expenditure (in PPS_EU28)","Food and non-alcoholic beverages","1,508"
"2010","Cyprus","Real expenditure (in PPS_EU28)","Food","1,374"
"2010","Cyprus","Real expenditure (in PPS_EU28)","Bread and cereals","281"
"2010","Cyprus","Real expenditure (in PPS_EU27_2019)","Gross domestic product","20,864"
"2010","Cyprus","Real expenditure (in PPS_EU27_2019)","Actual individual consumption","14,653"
"2010","Cyprus","Real expenditure (in PPS_EU27_2019)","Food and non-alcoholic beverages","1,483"
"2010","Cyprus","Real expenditure (in PPS_EU27_2019)","Food","1,352"
"2010","Cyprus","Real expenditure (in PPS_EU27_2019)","Bread and cereals","282"
"2010","Cyprus","Real expenditure (in PPS_EU27)","Gross domestic product","21,250"
"2010","Cyprus","Real expenditure (in PPS_EU27)","Actual individual consumption","15,201"
"2010","Cyprus","Real expenditure (in PPS_EU27)","Food and non-alcoholic beverages","1,509"
"2010","Cyprus","Real expenditure (in PPS_EU27)","Food","1,375"
"2010","Cyprus","Real expenditure (in PPS_EU27)","Bread and cereals","281"
"2010","Cyprus","Real expenditure (in PPS_EU15)","Gross domestic product","22,491"
"2010","Cyprus","Real expenditure (in PPS_EU15)","Actual individual consumption","16,177"
"2010","Cyprus","Real expenditure (in PPS_EU15)","Food and non-alcoholic beverages","1,594"
"2010","Cyprus","Real expenditure (in PPS_EU15)","Food","1,457"
"2010","Cyprus","Real expenditure (in PPS_EU15)","Bread and cereals","298"
"2010","Cyprus","Real expenditure per capita (in PPS_EU28)","Gross domestic product","25,600"
"2010","Cyprus","Real expenditure per capita (in PPS_EU28)","Actual individual consumption","18,300"
"2010","Cyprus","Real expenditure per capita (in PPS_EU28)","Food and non-alcoholic beverages","1,800"
"2010","Cyprus","Real expenditure per capita (in PPS_EU28)","Food","1,700"
"2010","Cyprus","Real expenditure per capita (in PPS_EU28)","Bread and cereals","300"
"2010","Cyprus","Real expenditure per capita (in PPS_EU27_2019)","Gross domestic product","25,200"
"2010","Cyprus","Real expenditure per capita (in PPS_EU27_2019)","Actual individual consumption","17,700"
"2010","Cyprus","Real expenditure per capita (in PPS_EU27_2019)","Food and non-alcoholic beverages","1,800"
"2010","Cyprus","Real expenditure per capita (in PPS_EU27_2019)","Food","1,600"
"2010","Cyprus","Real expenditure per capita (in PPS_EU27_2019)","Bread and cereals","300"
"2010","Cyprus","Real expenditure per capita (in PPS_EU27)","Gross domestic product","25,600"
"2010","Cyprus","Real expenditure per capita (in PPS_EU27)","Actual individual consumption","18,300"
"2010","Cyprus","Real expenditure per capita (in PPS_EU27)","Food and non-alcoholic beverages","1,800"
"2010","Cyprus","Real expenditure per capita (in PPS_EU27)","Food","1,700"
"2010","Cyprus","Real expenditure per capita (in PPS_EU27)","Bread and cereals","300"
"2010","Cyprus","Real expenditure per capita (in PPS_EU15)","Gross domestic product","27,100"
"2010","Cyprus","Real expenditure per capita (in PPS_EU15)","Actual individual consumption","19,500"
"2010","Cyprus","Real expenditure per capita (in PPS_EU15)","Food and non-alcoholic beverages","1,900"
"2010","Cyprus","Real expenditure per capita (in PPS_EU15)","Food","1,800"
"2010","Cyprus","Real expenditure per capita (in PPS_EU15)","Bread and cereals","400"
"2010","Cyprus","Volume indices of real expenditure per capita in PPS (EU28=100)","Gross domestic product","100"
"2010","Cyprus","Volume indices of real expenditure per capita in PPS (EU28=100)","Actual individual consumption","102"
"2010","Cyprus","Volume indices of real expenditure per capita in PPS (EU28=100)","Food and non-alcoholic beverages","104"
"2010","Cyprus","Volume indices of real expenditure per capita in PPS (EU28=100)","Food","105"
"2010","Cyprus","Volume indices of real expenditure per capita in PPS (EU28=100)","Bread and cereals","116"
"2010","Cyprus","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Gross domestic product","101"
"2010","Cyprus","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Actual individual consumption","102"
"2010","Cyprus","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Food and non-alcoholic beverages","101"
"2010","Cyprus","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Food","101"
"2010","Cyprus","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Bread and cereals","113"
"2010","Cyprus","Volume indices of real expenditure per capita in PPS (EU27=100)","Gross domestic product","100"
"2010","Cyprus","Volume indices of real expenditure per capita in PPS (EU27=100)","Actual individual consumption","102"
"2010","Cyprus","Volume indices of real expenditure per capita in PPS (EU27=100)","Food and non-alcoholic beverages","104"
"2010","Cyprus","Volume indices of real expenditure per capita in PPS (EU27=100)","Food","104"
"2010","Cyprus","Volume indices of real expenditure per capita in PPS (EU27=100)","Bread and cereals","116"
"2010","Cyprus","Volume indices of real expenditure per capita in PPS (EU15=100)","Gross domestic product","91"
"2010","Cyprus","Volume indices of real expenditure per capita in PPS (EU15=100)","Actual individual consumption","93"
"2010","Cyprus","Volume indices of real expenditure per capita in PPS (EU15=100)","Food and non-alcoholic beverages","100"
"2010","Cyprus","Volume indices of real expenditure per capita in PPS (EU15=100)","Food","101"
"2010","Cyprus","Volume indices of real expenditure per capita in PPS (EU15=100)","Bread and cereals","110"
"2010","Latvia","Purchasing power parities (EU28=1)","Gross domestic product","0.636341"
"2010","Latvia","Purchasing power parities (EU28=1)","Actual individual consumption","0.628468"
"2010","Latvia","Purchasing power parities (EU28=1)","Food and non-alcoholic beverages","0.851312"
"2010","Latvia","Purchasing power parities (EU28=1)","Food","0.826952"
"2010","Latvia","Purchasing power parities (EU28=1)","Bread and cereals","0.778218"
"2010","Latvia","Purchasing power parities (EU27_2019=1)","Gross domestic product","0.643389"
"2010","Latvia","Purchasing power parities (EU27_2019=1)","Actual individual consumption","0.640789"
"2010","Latvia","Purchasing power parities (EU27_2019=1)","Food and non-alcoholic beverages","0.852648"
"2010","Latvia","Purchasing power parities (EU27_2019=1)","Food","0.827385"
"2010","Latvia","Purchasing power parities (EU27_2019=1)","Bread and cereals","0.762689"
"2010","Latvia","Purchasing power parities (EU27=1)","Gross domestic product","0.635354"
"2010","Latvia","Purchasing power parities (EU27=1)","Actual individual consumption","0.627520"
"2010","Latvia","Purchasing power parities (EU27=1)","Food and non-alcoholic beverages","0.850792"
"2010","Latvia","Purchasing power parities (EU27=1)","Food","0.826362"
"2010","Latvia","Purchasing power parities (EU27=1)","Bread and cereals","0.777982"
"2010","Latvia","Purchasing power parities (EU15=1)","Gross domestic product","0.600296"
"2010","Latvia","Purchasing power parities (EU15=1)","Actual individual consumption","0.589656"
"2010","Latvia","Purchasing power parities (EU15=1)","Food and non-alcoholic beverages","0.805821"
"2010","Latvia","Purchasing power parities (EU15=1)","Food","0.779839"
"2010","Latvia","Purchasing power parities (EU15=1)","Bread and cereals","0.733169"
"2010","Latvia","Price level indices (EU28=100)","Gross domestic product","63.1"
"2010","Latvia","Price level indices (EU28=100)","Actual individual consumption","62.3"
"2010","Latvia","Price level indices (EU28=100)","Food and non-alcoholic beverages","84.4"
"2010","Latvia","Price level indices (EU28=100)","Food","82.0"
"2010","Latvia","Price level indices (EU28=100)","Bread and cereals","77.2"
"2010","Latvia","Price level indices (EU27_2019=100)","Gross domestic product","63.8"
"2010","Latvia","Price level indices (EU27_2019=100)","Actual individual consumption","63.5"
"2010","Latvia","Price level indices (EU27_2019=100)","Food and non-alcoholic beverages","84.6"
"2010","Latvia","Price level indices (EU27_2019=100)","Food","82.1"
"2010","Latvia","Price level indices (EU27_2019=100)","Bread and cereals","75.6"
"2010","Latvia","Price level indices (EU27=100)","Gross domestic product","63.0"
"2010","Latvia","Price level indices (EU27=100)","Actual individual consumption","62.2"
"2010","Latvia","Price level indices (EU27=100)","Food and non-alcoholic beverages","84.4"
"2010","Latvia","Price level indices (EU27=100)","Food","81.9"
"2010","Latvia","Price level indices (EU27=100)","Bread and cereals","77.2"
"2010","Latvia","Price level indices (EU15=100)","Gross domestic product","59.5"
"2010","Latvia","Price level indices (EU15=100)","Actual individual consumption","58.5"
"2010","Latvia","Price level indices (EU15=100)","Food and non-alcoholic beverages","79.9"
"2010","Latvia","Price level indices (EU15=100)","Food","77.3"
"2010","Latvia","Price level indices (EU15=100)","Bread and cereals","72.7"
"2010","Latvia","Nominal expenditure in national currency","Gross domestic product","17,967"
"2010","Latvia","Nominal expenditure in national currency","Actual individual consumption","12,862"
"2010","Latvia","Nominal expenditure in national currency","Food and non-alcoholic beverages","2,293"
"2010","Latvia","Nominal expenditure in national currency","Food","2,125"
"2010","Latvia","Nominal expenditure in national currency","Bread and cereals","289"
"2010","Latvia","Nominal expenditure as a percentage of GDP (GDP=100)","Gross domestic product","100.0"
"2010","Latvia","Nominal expenditure as a percentage of GDP (GDP=100)","Actual individual consumption","71.6"
"2010","Latvia","Nominal expenditure as a percentage of GDP (GDP=100)","Food and non-alcoholic beverages","12.8"
"2010","Latvia","Nominal expenditure as a percentage of GDP (GDP=100)","Food","11.8"
"2010","Latvia","Nominal expenditure as a percentage of GDP (GDP=100)","Bread and cereals","1.6"
"2010","Latvia","Nominal expenditure (in euro)","Gross domestic product","17,818"
"2010","Latvia","Nominal expenditure (in euro)","Actual individual consumption","12,755"
"2010","Latvia","Nominal expenditure (in euro)","Food and non-alcoholic beverages","2,274"
"2010","Latvia","Nominal expenditure (in euro)","Food","2,107"
"2010","Latvia","Nominal expenditure (in euro)","Bread and cereals","287"
"2010","Latvia","Nominal expenditure per inhabitant (in euro)","Gross domestic product","8,496"
"2010","Latvia","Nominal expenditure per inhabitant (in euro)","Actual individual consumption","6,082"
"2010","Latvia","Nominal expenditure per inhabitant (in euro)","Food and non-alcoholic beverages","1,084"
"2010","Latvia","Nominal expenditure per inhabitant (in euro)","Food","1,005"
"2010","Latvia","Nominal expenditure per inhabitant (in euro)","Bread and cereals","137"
"2010","Latvia","Real expenditure (in PPS_EU28)","Gross domestic product","28,235"
"2010","Latvia","Real expenditure (in PPS_EU28)","Actual individual consumption","20,466"
"2010","Latvia","Real expenditure (in PPS_EU28)","Food and non-alcoholic beverages","2,693"
"2010","Latvia","Real expenditure (in PPS_EU28)","Food","2,570"
"2010","Latvia","Real expenditure (in PPS_EU28)","Bread and cereals","372"
"2010","Latvia","Real expenditure (in PPS_EU27_2019)","Gross domestic product","27,879"
"2010","Latvia","Real expenditure (in PPS_EU27_2019)","Actual individual consumption","20,282"
"2010","Latvia","Real expenditure (in PPS_EU27_2019)","Food and non-alcoholic beverages","2,718"
"2010","Latvia","Real expenditure (in PPS_EU27_2019)","Food","2,596"
"2010","Latvia","Real expenditure (in PPS_EU27_2019)","Bread and cereals","383"
"2010","Latvia","Real expenditure (in PPS_EU27)","Gross domestic product","28,279"
"2010","Latvia","Real expenditure (in PPS_EU27)","Actual individual consumption","20,497"
"2010","Latvia","Real expenditure (in PPS_EU27)","Food and non-alcoholic beverages","2,695"
"2010","Latvia","Real expenditure (in PPS_EU27)","Food","2,571"
"2010","Latvia","Real expenditure (in PPS_EU27)","Bread and cereals","372"
"2010","Latvia","Real expenditure (in PPS_EU15)","Gross domestic product","29,930"
"2010","Latvia","Real expenditure (in PPS_EU15)","Actual individual consumption","21,814"
"2010","Latvia","Real expenditure (in PPS_EU15)","Food and non-alcoholic beverages","2,846"
"2010","Latvia","Real expenditure (in PPS_EU15)","Food","2,725"
"2010","Latvia","Real expenditure (in PPS_EU15)","Bread and cereals","395"
"2010","Latvia","Real expenditure per capita (in PPS_EU28)","Gross domestic product","13,500"
"2010","Latvia","Real expenditure per capita (in PPS_EU28)","Actual individual consumption","9,800"
"2010","Latvia","Real expenditure per capita (in PPS_EU28)","Food and non-alcoholic beverages","1,300"
"2010","Latvia","Real expenditure per capita (in PPS_EU28)","Food","1,200"
"2010","Latvia","Real expenditure per capita (in PPS_EU28)","Bread and cereals","200"
"2010","Latvia","Real expenditure per capita (in PPS_EU27_2019)","Gross domestic product","13,300"
"2010","Latvia","Real expenditure per capita (in PPS_EU27_2019)","Actual individual consumption","9,700"
"2010","Latvia","Real expenditure per capita (in PPS_EU27_2019)","Food and non-alcoholic beverages","1,300"
"2010","Latvia","Real expenditure per capita (in PPS_EU27_2019)","Food","1,200"
"2010","Latvia","Real expenditure per capita (in PPS_EU27_2019)","Bread and cereals","200"
"2010","Latvia","Real expenditure per capita (in PPS_EU27)","Gross domestic product","13,500"
"2010","Latvia","Real expenditure per capita (in PPS_EU27)","Actual individual consumption","9,800"
"2010","Latvia","Real expenditure per capita (in PPS_EU27)","Food and non-alcoholic beverages","1,300"
"2010","Latvia","Real expenditure per capita (in PPS_EU27)","Food","1,200"
"2010","Latvia","Real expenditure per capita (in PPS_EU27)","Bread and cereals","200"
"2010","Latvia","Real expenditure per capita (in PPS_EU15)","Gross domestic product","14,300"
"2010","Latvia","Real expenditure per capita (in PPS_EU15)","Actual individual consumption","10,400"
"2010","Latvia","Real expenditure per capita (in PPS_EU15)","Food and non-alcoholic beverages","1,400"
"2010","Latvia","Real expenditure per capita (in PPS_EU15)","Food","1,300"
"2010","Latvia","Real expenditure per capita (in PPS_EU15)","Bread and cereals","200"
"2010","Latvia","Volume indices of real expenditure per capita in PPS (EU28=100)","Gross domestic product","53"
"2010","Latvia","Volume indices of real expenditure per capita in PPS (EU28=100)","Actual individual consumption","54"
"2010","Latvia","Volume indices of real expenditure per capita in PPS (EU28=100)","Food and non-alcoholic beverages","74"
"2010","Latvia","Volume indices of real expenditure per capita in PPS (EU28=100)","Food","77"
"2010","Latvia","Volume indices of real expenditure per capita in PPS (EU28=100)","Bread and cereals","61"
"2010","Latvia","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Gross domestic product","53"
"2010","Latvia","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Actual individual consumption","56"
"2010","Latvia","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Food and non-alcoholic beverages","73"
"2010","Latvia","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Food","77"
"2010","Latvia","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Bread and cereals","61"
"2010","Latvia","Volume indices of real expenditure per capita in PPS (EU27=100)","Gross domestic product","53"
"2010","Latvia","Volume indices of real expenditure per capita in PPS (EU27=100)","Actual individual consumption","54"
"2010","Latvia","Volume indices of real expenditure per capita in PPS (EU27=100)","Food and non-alcoholic beverages","74"
"2010","Latvia","Volume indices of real expenditure per capita in PPS (EU27=100)","Food","77"
"2010","Latvia","Volume indices of real expenditure per capita in PPS (EU27=100)","Bread and cereals","61"
"2010","Latvia","Volume indices of real expenditure per capita in PPS (EU15=100)","Gross domestic product","48"
"2010","Latvia","Volume indices of real expenditure per capita in PPS (EU15=100)","Actual individual consumption","50"
"2010","Latvia","Volume indices of real expenditure per capita in PPS (EU15=100)","Food and non-alcoholic beverages","71"
"2010","Latvia","Volume indices of real expenditure per capita in PPS (EU15=100)","Food","74"
"2010","Latvia","Volume indices of real expenditure per capita in PPS (EU15=100)","Bread and cereals","58"
"2010","Lithuania","Purchasing power parities (EU28=1)","Gross domestic product","0.588480"
"2010","Lithuania","Purchasing power parities (EU28=1)","Actual individual consumption","0.578387"
"2010","Lithuania","Purchasing power parities (EU28=1)","Food and non-alcoholic beverages","0.727823"
"2010","Lithuania","Purchasing power parities (EU28=1)","Food","0.713003"
"2010","Lithuania","Purchasing power parities (EU28=1)","Bread and cereals","0.772672"
"2010","Lithuania","Purchasing power parities (EU27_2019=1)","Gross domestic product","0.594997"
"2010","Lithuania","Purchasing power parities (EU27_2019=1)","Actual individual consumption","0.589727"
"2010","Lithuania","Purchasing power parities (EU27_2019=1)","Food and non-alcoholic beverages","0.728966"
"2010","Lithuania","Purchasing power parities (EU27_2019=1)","Food","0.713377"
"2010","Lithuania","Purchasing power parities (EU27_2019=1)","Bread and cereals","0.757254"
"2010","Lithuania","Purchasing power parities (EU27=1)","Gross domestic product","0.587567"
"2010","Lithuania","Purchasing power parities (EU27=1)","Actual individual consumption","0.577515"
"2010","Lithuania","Purchasing power parities (EU27=1)","Food and non-alcoholic beverages","0.727379"
"2010","Lithuania","Purchasing power parities (EU27=1)","Food","0.712494"
"2010","Lithuania","Purchasing power parities (EU27=1)","Bread and cereals","0.772437"
"2010","Lithuania","Purchasing power parities (EU15=1)","Gross domestic product","0.555146"
"2010","Lithuania","Purchasing power parities (EU15=1)","Actual individual consumption","0.542668"
"2010","Lithuania","Purchasing power parities (EU15=1)","Food and non-alcoholic beverages","0.688931"
"2010","Lithuania","Purchasing power parities (EU15=1)","Food","0.672382"
"2010","Lithuania","Purchasing power parities (EU15=1)","Bread and cereals","0.727944"
"2010","Lithuania","Price level indices (EU28=100)","Gross domestic product","58.8"
"2010","Lithuania","Price level indices (EU28=100)","Actual individual consumption","57.8"
"2010","Lithuania","Price level indices (EU28=100)","Food and non-alcoholic beverages","72.8"
"2010","Lithuania","Price level indices (EU28=100)","Food","71.3"
"2010","Lithuania","Price level indices (EU28=100)","Bread and cereals","77.3"
"2010","Lithuania","Price level indices (EU27_2019=100)","Gross domestic product","59.5"
"2010","Lithuania","Price level indices (EU27_2019=100)","Actual individual consumption","59.0"
"2010","Lithuania","Price level indices (EU27_2019=100)","Food and non-alcoholic beverages","72.9"
"2010","Lithuania","Price level indices (EU27_2019=100)","Food","71.3"
"2010","Lithuania","Price level indices (EU27_2019=100)","Bread and cereals","75.7"
"2010","Lithuania","Price level indices (EU27=100)","Gross domestic product","58.8"
"2010","Lithuania","Price level indices (EU27=100)","Actual individual consumption","57.8"
"2010","Lithuania","Price level indices (EU27=100)","Food and non-alcoholic beverages","72.7"
"2010","Lithuania","Price level indices (EU27=100)","Food","71.2"
"2010","Lithuania","Price level indices (EU27=100)","Bread and cereals","77.2"
"2010","Lithuania","Price level indices (EU15=100)","Gross domestic product","55.5"
"2010","Lithuania","Price level indices (EU15=100)","Actual individual consumption","54.3"
"2010","Lithuania","Price level indices (EU15=100)","Food and non-alcoholic beverages","68.9"
"2010","Lithuania","Price level indices (EU15=100)","Food","67.2"
"2010","Lithuania","Price level indices (EU15=100)","Bread and cereals","72.8"
"2010","Lithuania","Nominal expenditure in national currency","Gross domestic product","27,955"
"2010","Lithuania","Nominal expenditure in national currency","Actual individual consumption","21,085"
"2010","Lithuania","Nominal expenditure in national currency","Food and non-alcoholic beverages","4,291"
"2010","Lithuania","Nominal expenditure in national currency","Food","3,987"
"2010","Lithuania","Nominal expenditure in national currency","Bread and cereals","572"
"2010","Lithuania","Nominal expenditure as a percentage of GDP (GDP=100)","Gross domestic product","100.0"
"2010","Lithuania","Nominal expenditure as a percentage of GDP (GDP=100)","Actual individual consumption","75.4"
"2010","Lithuania","Nominal expenditure as a percentage of GDP (GDP=100)","Food and non-alcoholic beverages","15.3"
"2010","Lithuania","Nominal expenditure as a percentage of GDP (GDP=100)","Food","14.3"
"2010","Lithuania","Nominal expenditure as a percentage of GDP (GDP=100)","Bread and cereals","2.0"
"2010","Lithuania","Nominal expenditure (in euro)","Gross domestic product","27,955"
"2010","Lithuania","Nominal expenditure (in euro)","Actual individual consumption","21,085"
"2010","Lithuania","Nominal expenditure (in euro)","Food and non-alcoholic beverages","4,291"
"2010","Lithuania","Nominal expenditure (in euro)","Food","3,987"
"2010","Lithuania","Nominal expenditure (in euro)","Bread and cereals","572"
"2010","Lithuania","Nominal expenditure per inhabitant (in euro)","Gross domestic product","9,026"
"2010","Lithuania","Nominal expenditure per inhabitant (in euro)","Actual individual consumption","6,808"
"2010","Lithuania","Nominal expenditure per inhabitant (in euro)","Food and non-alcoholic beverages","1,385"
"2010","Lithuania","Nominal expenditure per inhabitant (in euro)","Food","1,287"
"2010","Lithuania","Nominal expenditure per inhabitant (in euro)","Bread and cereals","185"
"2010","Lithuania","Real expenditure (in PPS_EU28)","Gross domestic product","47,504"
"2010","Lithuania","Real expenditure (in PPS_EU28)","Actual individual consumption","36,455"
"2010","Lithuania","Real expenditure (in PPS_EU28)","Food and non-alcoholic beverages","5,896"
"2010","Lithuania","Real expenditure (in PPS_EU28)","Food","5,592"
"2010","Lithuania","Real expenditure (in PPS_EU28)","Bread and cereals","740"
"2010","Lithuania","Real expenditure (in PPS_EU27_2019)","Gross domestic product","47,104"
"2010","Lithuania","Real expenditure (in PPS_EU27_2019)","Actual individual consumption","35,851"
"2010","Lithuania","Real expenditure (in PPS_EU27_2019)","Food and non-alcoholic beverages","5,904"
"2010","Lithuania","Real expenditure (in PPS_EU27_2019)","Food","5,606"
"2010","Lithuania","Real expenditure (in PPS_EU27_2019)","Bread and cereals","757"
"2010","Lithuania","Real expenditure (in PPS_EU27)","Gross domestic product","47,578"
"2010","Lithuania","Real expenditure (in PPS_EU27)","Actual individual consumption","36,510"
"2010","Lithuania","Real expenditure (in PPS_EU27)","Food and non-alcoholic beverages","5,899"
"2010","Lithuania","Real expenditure (in PPS_EU27)","Food","5,596"
"2010","Lithuania","Real expenditure (in PPS_EU27)","Bread and cereals","741"
"2010","Lithuania","Real expenditure (in PPS_EU15)","Gross domestic product","50,357"
"2010","Lithuania","Real expenditure (in PPS_EU15)","Actual individual consumption","38,854"
"2010","Lithuania","Real expenditure (in PPS_EU15)","Food and non-alcoholic beverages","6,229"
"2010","Lithuania","Real expenditure (in PPS_EU15)","Food","5,930"
"2010","Lithuania","Real expenditure (in PPS_EU15)","Bread and cereals","786"
