Page ID,Page Name,Disclaimer,Amount Spent (PLN),Number of Ads in Library
107343447586227,Brandon Ray Thomas,These ads ran without a disclaimer,≤100,1
2397725990507497,PetBoom,These ads ran without a disclaimer,≤100,6
558377807853224,Elisa Siragusa,These ads ran without a disclaimer,≤100,1
162631460422206,Patryk Jędrowiak - Burmistrz MiG Ostrzeszów,These ads ran without a disclaimer,≤100,1
2395733307160756,Prodvigatortop,These ads ran without a disclaimer,≤100,1
1793510380925494,USR Diaspora,These ads ran without a disclaimer,≤100,2
2075067435909279,Marina Ricci,These ads ran without a disclaimer,≤100,1
104519961235056,قضايا في الميزان,These ads ran without a disclaimer,≤100,1
1331461700293350,packiteco,These ads ran without a disclaimer,≤100,2
1032204333580063,Miss Amber's World,These ads ran without a disclaimer,≤100,1
535807280265668,BuzzyRange,These ads ran without a disclaimer,≤100,26
1411258518944745,Cognyte,These ads ran without a disclaimer,≤100,1
372961716180485,GOD Awards - Global Order of Dignitaries and Philanthropists,These ads ran without a disclaimer,≤100,1
111621990464341,GeoXchange,These ads ran without a disclaimer,≤100,1
718762598287223,WomanSpeak,These ads ran without a disclaimer,≤100,1
113833797001083,Dreame-Love-rejected,These ads ran without a disclaimer,≤100,2
111844070616199,Vanjoss',These ads ran without a disclaimer,≤100,3
100806518104574,Comeko - instalacje fotowoltaiczne,These ads ran without a disclaimer,≤100,1
113088885432588,Estoril Conferences,These ads ran without a disclaimer,≤100,2
389280808172899,GAîA,These ads ran without a disclaimer,≤100,1
107414524076109,chrisxsim,These ads ran without a disclaimer,≤100,1
100698398184330,Lewica Hajnówka,These ads ran without a disclaimer,≤100,1
279076279579665,Stecenko_7,These ads ran without a disclaimer,≤100,1
161689651054707,Brut nature,These ads ran without a disclaimer,≤100,39
347480586124901,Second Nature,These ads ran without a disclaimer,≤100,4
291622528176164,TIOmarkets,These ads ran without a disclaimer,≤100,6
114761483282250,Ewazoom,These ads ran without a disclaimer,≤100,15
319084755431291,Wunica,These ads ran without a disclaimer,≤100,5
1162035567245955,Ikonick,These ads ran without a disclaimer,≤100,1
60777062712,UFT - United Federation of Teachers,United Federation of Teachers,≤100,2
218921454972819,Mastery Academy,These ads ran without a disclaimer,≤100,2
194057750637892,HowlRound Theatre Commons,These ads ran without a disclaimer,≤100,1
114944170285548,"Medium i jasnowidzenie, rozwiązanie wszystkich problemów duchowych.",These ads ran without a disclaimer,≤100,1
333424127557389,Olivia&16cat,These ads ran without a disclaimer,≤100,7
668031516635463,Européens Sans Frontières,These ads ran without a disclaimer,≤100,4
596556607135301,The Earthling Co.,These ads ran without a disclaimer,≤100,3
911939355583363,KJB International - Pomoc Polakom na Wyspach,These ads ran without a disclaimer,≤100,1
256141831076073,Civilekonomerna,These ads ran without a disclaimer,≤100,1
415817425652285,The Original Stretchy Food Lids,These ads ran without a disclaimer,≤100,3
283106271701785,Günzer Tamás Pincészete,These ads ran without a disclaimer,≤100,1
541296136313433,Co-Inform,These ads ran without a disclaimer,≤100,1
317433685633688,ВОЛЯ - Българските Родолюбци,These ads ran without a disclaimer,≤100,1
259755991361734,HealthQ,These ads ran without a disclaimer,≤100,1
106558037640054,Vote for Cathy Face of Talent Africa,These ads ran without a disclaimer,≤100,1
115855611837599,Visible,These ads ran without a disclaimer,≤100,1
100616035228774,Wuzhou VALVE,These ads ran without a disclaimer,≤100,3
1279832488839910,Headpyn,These ads ran without a disclaimer,≤100,1
600751563338987,Father Edward J. Flanagan,These ads ran without a disclaimer,≤100,3
100522304854425,Dr. Linden Oral Care,These ads ran without a disclaimer,≤100,1
323716711054128,ESOF 2020 Trieste,These ads ran without a disclaimer,≤100,1
2198862423685330,Eva Putzova for Congress,Eva Putzova for Congress,≤100,2
100408208454287,CLEAN project,These ads ran without a disclaimer,≤100,1
106482901110921,PZS. Polski Związek Solaryjny,These ads ran without a disclaimer,≤100,1
367645610016562,Joan,These ads ran without a disclaimer,≤100,2
1543950879153281,Настоящее Время,These ads ran without a disclaimer,≤100,10
82973758730,Catholic Distance University,These ads ran without a disclaimer,≤100,12
463603730826850,Łukasz Świerczyński - Radny Rady Miejskiej w Stąporkowie,These ads ran without a disclaimer,≤100,1
442672999178128,Beijing Tourism,These ads ran without a disclaimer,≤100,1
1324683084343114,Laura in Waterland,These ads ran without a disclaimer,≤100,1
142015675842040,Citi Careers,These ads ran without a disclaimer,≤100,1
1885262845137636,Camping - lovers,These ads ran without a disclaimer,≤100,1
87564186290,Antics,These ads ran without a disclaimer,≤100,2
1510691729183587,Foodwin,These ads ran without a disclaimer,≤100,1
409665236257906,My H20n,These ads ran without a disclaimer,≤100,7
101080074928269,Pablo Lapi,These ads ran without a disclaimer,≤100,1
101971478354564,Retro Phone Cases,These ads ran without a disclaimer,≤100,1
105115557862759,Genius Academy by GM,These ads ran without a disclaimer,≤100,3
245601565462724,Justice for Daphne Caruana Galizia,These ads ran without a disclaimer,≤100,2
164699170220968,Toruńska Agencja Rozwoju Regionalnego - TARR S.A.,These ads ran without a disclaimer,≤100,1
1546464628972874,Climate-KIC Talent Community,These ads ran without a disclaimer,≤100,2
420720314619810,Iron Bonehead Productions,These ads ran without a disclaimer,≤100,1
172163169534638,Mad-Hop,These ads ran without a disclaimer,≤100,2
298659141025036,Biegnę dla Niepodległej,These ads ran without a disclaimer,≤100,1
1782646948686572,Universal Peace Federation Europe & Middle East,These ads ran without a disclaimer,≤100,1
2078735755703390,Grafikdrummer,These ads ran without a disclaimer,≤100,1
155108647842972,Maximilian Pütz,These ads ran without a disclaimer,≤100,4
164357596971557,The Violin Channel,These ads ran without a disclaimer,≤100,1
577732148956414,Avanta Care Ltd.,These ads ran without a disclaimer,≤100,2
672948023176358,Weather Style Shop,These ads ran without a disclaimer,≤100,9
1027527744045978,Greater Israel,These ads ran without a disclaimer,≤100,1
100906828602028,dr.max.pro,These ads ran without a disclaimer,≤100,1
108931343987744,Etmam Real Estate Investment,These ads ran without a disclaimer,≤100,2
273827962690526,Otwarte Klatki,These ads ran without a disclaimer,≤100,1
347674882711890,Kacper Śpiegowski,These ads ran without a disclaimer,≤100,1
118429115487693,UEF Chamber of Commerce,These ads ran without a disclaimer,≤100,1
1492607754371422,Regina Papier Rumiankowy,These ads ran without a disclaimer,≤100,1
1416903095032643,Throne Of Iron,These ads ran without a disclaimer,≤100,1
526497704426046,ONE Esports,These ads ran without a disclaimer,≤100,1
122477944648,KIDPRENEURS,These ads ran without a disclaimer,≤100,1
187758187932980,Sosnowiecki Klub Karate,These ads ran without a disclaimer,≤100,1
107846324288229,MERE,These ads ran without a disclaimer,≤100,1
1655201121462331,"І словом, І ділом",These ads ran without a disclaimer,≤100,1
449887828915145,Fashion King,These ads ran without a disclaimer,≤100,1
173340009902396,Neuroneum,These ads ran without a disclaimer,≤100,1
432838337568134,America Proud,These ads ran without a disclaimer,≤100,31
111140973634149,Alfonsina Silvestro,These ads ran without a disclaimer,≤100,1
253660795152860,Trần Việt Thắng,These ads ran without a disclaimer,≤100,1
538207839698971,AmeFit,These ads ran without a disclaimer,≤100,1
100380515129036,Photos by Bartoza,These ads ran without a disclaimer,≤100,1
500085657004743,The Vegan Vibe,The Vegan Vibe,≤100,2
1517088885216557,AIG,These ads ran without a disclaimer,≤100,2
529557893749660,MJZ,These ads ran without a disclaimer,≤100,1
298884704344894,Cosytshe,These ads ran without a disclaimer,≤100,1
149117691798299,Marlenà Taylor,These ads ran without a disclaimer,≤100,1
1849521682026659,SAMADHI,These ads ran without a disclaimer,≤100,1
1152885191422950,The Bamboo Brush Society,These ads ran without a disclaimer,≤100,6
1774407202848124,Thermo King Europe,These ads ran without a disclaimer,≤100,1
20409006880,Shopify,These ads ran without a disclaimer,≤100,1
2061202710844351,Madeals Store,These ads ran without a disclaimer,≤100,9
113141843825068,WS,These ads ran without a disclaimer,≤100,11
104199921245123,Corntined,These ads ran without a disclaimer,≤100,8
112549980095638,Insta Source RO,These ads ran without a disclaimer,≤100,1
877334578992643,Pestana Collection Hotels,These ads ran without a disclaimer,≤100,1
2246931245549771,Grab A Scholarship,These ads ran without a disclaimer,≤100,4
1412890678971219,myGwork - LGBT+ professionals,These ads ran without a disclaimer,≤100,1
637185379817820,Dan Belcher,Dan Belcher for 5th Congressional District 2020,≤100,1
105184934243050,Al Hadath Lebanon الحدث اللبناني,These ads ran without a disclaimer,≤100,1
526623554047208,Transpack.hu,These ads ran without a disclaimer,≤100,1
322494034789215,Asher Knight,These ads ran without a disclaimer,≤100,2
779926652399023,Namur Brand,These ads ran without a disclaimer,≤100,1
102679554433964,Economics & Finance 2019,These ads ran without a disclaimer,≤100,1
916817615020266,"Passport, Immigration & Citizenship Agency, Jamaica",These ads ran without a disclaimer,≤100,1
847260315320975,"The Good Men Project Ethics, Social Justice & News",These ads ran without a disclaimer,≤100,1
107716302630840,Hager Group,These ads ran without a disclaimer,≤100,3
489564808145354,Tłumacz przysięgły języka angielskiego Joanna Meger,These ads ran without a disclaimer,≤100,1
284586648407053,Łukasz Bejm,These ads ran without a disclaimer,≤100,1
1482078522101758,SeDomicilier,These ads ran without a disclaimer,≤100,1
103510938411767,To Się Leczy,These ads ran without a disclaimer,≤100,1
200146900023955,The American Dream,These ads ran without a disclaimer,≤100,1
105357877475643,Sticker Bomb Hero,These ads ran without a disclaimer,≤100,1
107747420939742,Eco Interstellar,These ads ran without a disclaimer,≤100,1
100969688389552,UK Hirak  حراك الجزائريين بالمملكة المتحدة,These ads ran without a disclaimer,≤100,6
526424250777438,Strona Rodziny Chrzanowskich herbu Suchekomnaty,These ads ran without a disclaimer,≤100,1
154163327962392,World Health Organization (WHO),These ads ran without a disclaimer,≤100,2
484130455683370,Європейський Деканат УПЦ КП,These ads ran without a disclaimer,≤100,1
186188888200067,Global Himalayan Expedition,These ads ran without a disclaimer,≤100,1
50991611802,PRS for Music,These ads ran without a disclaimer,≤100,1
2245716482173249,Eternal Beautys,These ads ran without a disclaimer,≤100,2
243027475821348,EU Delegation to the African Union,These ads ran without a disclaimer,≤100,3
847625845297880,Makara wear,These ads ran without a disclaimer,≤100,1
102192391692668,Annify.pl,These ads ran without a disclaimer,≤100,1
105345601277034,ikery_dx,These ads ran without a disclaimer,≤100,1
653488831422164,Property Passbook,These ads ran without a disclaimer,≤100,1
142741275867411,SynBioBeta,These ads ran without a disclaimer,≤100,1
114317000320894,IReader-Mejores novelas románticas,These ads ran without a disclaimer,≤100,10
104893934299376,Uwolnione Duszyczki,These ads ran without a disclaimer,≤100,1
180634369170836,Business Dubai,These ads ran without a disclaimer,≤100,4
611909445993643,Smart_Nutrition,These ads ran without a disclaimer,≤100,1
102774757778569,Galina Sajin,These ads ran without a disclaimer,≤100,1
107335412647983,Михаил Ходорковский,These ads ran without a disclaimer,≤100,1
254585183694,l'Humanité,These ads ran without a disclaimer,≤100,1
208398886747282,Just a Soldier,These ads ran without a disclaimer,≤100,2
209340592846640,Andrei Voicu Hipnotistul,These ads ran without a disclaimer,≤100,1
104651397916140,尋找真相,These ads ran without a disclaimer,≤100,1
974896235961055,UPL-Ltd,These ads ran without a disclaimer,≤100,1
103992786357969,The Shift Network,These ads ran without a disclaimer,≤100,8
172871454678,Y. Dan Rubinstein,These ads ran without a disclaimer,≤100,3
102744328498926,Ľudia za mier / People for Peace,These ads ran without a disclaimer,≤100,1
158887400816820,SAP Sports & Entertainment,These ads ran without a disclaimer,≤100,1
102339414635952,EcoHero,These ads ran without a disclaimer,≤100,1
108959394128232,Owlhive-clothings,These ads ran without a disclaimer,≤100,12
1596436520602849,Saltworks Technologies,These ads ran without a disclaimer,≤100,1
1073477456189287,Just do chic,These ads ran without a disclaimer,≤100,1
427890910745675,Hesser's Space,These ads ran without a disclaimer,≤100,4
180665211990241,Ericsson,These ads ran without a disclaimer,≤100,3
2234509846791274,Bestforyou6,These ads ran without a disclaimer,≤100,1
36670611498,General Conference,These ads ran without a disclaimer,≤100,1
261636257275597,Paparazzo Gesiel Brasil,These ads ran without a disclaimer,≤100,1
355665009819,South China Morning Post,These ads ran without a disclaimer,≤100,3
325913440866307,R-PUR,These ads ran without a disclaimer,≤100,1
102750478447112,Beyond AI Solutions,These ads ran without a disclaimer,≤100,1
107474007681615,Donate to Save Yemen Lives,These ads ran without a disclaimer,≤100,1
1764185850558806,Apex Clean Energy,Apex Clean Energy,≤100,1
231560673534071,The Institute of Art and Ideas,These ads ran without a disclaimer,≤100,2
165090266915584,You Decide Who You Are,These ads ran without a disclaimer,≤100,1
103743084467917,Davos Congress,These ads ran without a disclaimer,≤100,1
1623171407933057,Student Loan Tutor,These ads ran without a disclaimer,≤100,1
177900505594304,NYC Muslim Center,These ads ran without a disclaimer,≤100,1
2006492786330663,Salon Sukien Ślubnych i Wizytowych,These ads ran without a disclaimer,≤100,1
132144363505671,Nessy,These ads ran without a disclaimer,≤100,1
663454020469033,Wolne niezależne media - koduj24.pl,These ads ran without a disclaimer,≤100,1
578990622132145,Fundacja Przedsiębiorczość Żary,These ads ran without a disclaimer,≤100,1
80718119130,Maria João Pires,These ads ran without a disclaimer,≤100,1
102622811644139,Walbustore01,These ads ran without a disclaimer,≤100,3
24690695869,HOPE International,HOPE International,≤100,2
343228226064508,ART Photography Anna Zakrzewska,These ads ran without a disclaimer,≤100,1
529491587137957,피키캐스트,These ads ran without a disclaimer,≤100,1
108773607613725,Gift Included,These ads ran without a disclaimer,≤100,3
130504627637080,Zheheng steel,These ads ran without a disclaimer,≤100,1
114153366984211,Lily_1,These ads ran without a disclaimer,≤100,1
100884191397085,Sweetair.shop02,These ads ran without a disclaimer,≤100,1
334674276709824,Packs,These ads ran without a disclaimer,≤100,5
100231475036810,Aidefrej,These ads ran without a disclaimer,≤100,1
986859258052702,Nastka Drabot,These ads ran without a disclaimer,≤100,1
1517063608624472,CognitionX,These ads ran without a disclaimer,≤100,1
100887351279071,juls.hiruts,These ads ran without a disclaimer,≤100,2
100927528354416,Cristinella Bella Creative,These ads ran without a disclaimer,≤100,1
631717717451605,Hi Box Pl,These ads ran without a disclaimer,≤100,1
97481314171,University of Glasgow Adam Smith Business School,These ads ran without a disclaimer,≤100,1
1945973542281379,Natalia Tihonova,These ads ran without a disclaimer,≤100,1
114811840337624,How To Spend the Perfect Day in Riyadh,These ads ran without a disclaimer,≤100,4
104857064580157,Ktm Wear,These ads ran without a disclaimer,≤100,1
113230338690380,International Plant Protection Convention - IPPC,These ads ran without a disclaimer,≤100,1
104425192927044,Lubię jak muzyka porusza odpowiednie neurony i rozstraja serce.,These ads ran without a disclaimer,≤100,2
992176580926495,Tuunes,These ads ran without a disclaimer,≤100,4
610637186067086,FutureProofing Healthcare,These ads ran without a disclaimer,≤100,1
811611175860079,Golden Blue,These ads ran without a disclaimer,≤100,2
113844693808971,Fotowoltaika - bezpłatna wycena instalacji,These ads ran without a disclaimer,≤100,1
2534205936598994,Slots Casino Zoo,These ads ran without a disclaimer,≤100,3
102491064831212,I can't,These ads ran without a disclaimer,≤100,4
100437961561505,Kyiv Not Kiev,These ads ran without a disclaimer,≤100,1
334237003658228,April Verrett,SEIU Local 2015,≤100,1
107215286050685,Oakridge International School,These ads ran without a disclaimer,≤100,2
109256524011547,Friends of Palestine,These ads ran without a disclaimer,≤100,2
1743973255647261,Beata Siewicz,These ads ran without a disclaimer,≤100,2
247943179229148,On Your Sleeve,ON YOUR SLEEVE,≤100,5
101296551699590,Beautiful houses,These ads ran without a disclaimer,≤100,1
113984830381827,Organizational Culture,These ads ran without a disclaimer,≤100,1
295446797213542,China.org.cn,These ads ran without a disclaimer,≤100,1
103727826332630,Alissa-Mae,These ads ran without a disclaimer,≤100,2
799082516793484,Happening,These ads ran without a disclaimer,≤100,1
922311201130062,Miapetra Kumpula-Natri,These ads ran without a disclaimer,≤100,1
2018780275041031,TravelRebel.be,These ads ran without a disclaimer,≤100,1
820230971323624,ClickFunnels,These ads ran without a disclaimer,≤100,1
298458527767426,Cozyforu,These ads ran without a disclaimer,≤100,9
0,Instagram User 6155421344,These ads ran without a disclaimer,≤100,1
185741612014,Nordisk Ministerråd og Nordisk Råd,These ads ran without a disclaimer,≤100,1
495360077952675,Lilliclove Lifestyle Store,These ads ran without a disclaimer,≤100,2
111430910273432,CartonWater,These ads ran without a disclaimer,≤100,1
510941475969263,A1Sports,These ads ran without a disclaimer,≤100,1
165654084339476,Somigro,These ads ran without a disclaimer,≤100,1
400340854061487,Śląskie.pl,These ads ran without a disclaimer,≤100,1
105058447729801,40Braids,These ads ran without a disclaimer,≤100,1
761870613900500,CCTV 中文,These ads ran without a disclaimer,≤100,9
110191044044279,VoteInsight,These ads ran without a disclaimer,≤100,1
103591607767446,Mara do Banco,These ads ran without a disclaimer,≤100,1
816712545354149,Sibling-Gadget,These ads ran without a disclaimer,≤100,1
707470265951618,Kraków Miasto Literatury UNESCO,These ads ran without a disclaimer,≤100,1
542619419906030,Grupa Odrolnika,These ads ran without a disclaimer,≤100,1
270010493406587,David González,These ads ran without a disclaimer,≤100,2
317643839068295,Seth for NF,Piccirillo for Niagara Falls,≤100,1
835484189867760,Vertov the Noise,These ads ran without a disclaimer,≤100,1
710736159328796,Fastshipgadget,These ads ran without a disclaimer,≤100,5
106358421055079,Peruseme,These ads ran without a disclaimer,≤100,2
507356872758546,Fatima Consecration of Russia,These ads ran without a disclaimer,≤100,1
105038524407713,Sunday Prayer for Vegan World,These ads ran without a disclaimer,≤100,1
111957713582477,Mouradowicz Poème musical,These ads ran without a disclaimer,≤100,1
392938781324098,Hello I Am Lini,These ads ran without a disclaimer,≤100,1
106866170765134,Вестник Столицы.,These ads ran without a disclaimer,≤100,1
1677706495848361,Made in Dunstable,These ads ran without a disclaimer,≤100,1
108609153804580,Piotr Merks,These ads ran without a disclaimer,≤100,1
475099705865470,Rak. To się leczy,These ads ran without a disclaimer,≤100,1
508621386147294,Isla Ida Bracelets,These ads ran without a disclaimer,≤100,3
103123451230581,Queeng Cards,These ads ran without a disclaimer,≤100,4
450466435705295,Starkme.like,These ads ran without a disclaimer,≤100,2
633747913767651,The Loose Lemon,These ads ran without a disclaimer,≤100,1
1382298708541598,Izabela Czarnecka Fotografia,These ads ran without a disclaimer,≤100,1
787642198268930,Gabriella Pesti,These ads ran without a disclaimer,≤100,3
106429524792923,Easy reading,These ads ran without a disclaimer,≤100,1
426317074840074,Equitable Futures,These ads ran without a disclaimer,≤100,1
104523044351966,Kariera w Przychodniach,These ads ran without a disclaimer,≤100,1
102128291154775,Sector Externo con Gonzalo,These ads ran without a disclaimer,≤100,2
845998008875677,Happy Everyday,These ads ran without a disclaimer,≤100,2
728777184144350,Severne Windsurfing Italy,These ads ran without a disclaimer,≤100,1
173508669380896,Ruby Cup,These ads ran without a disclaimer,≤100,4
101046541419155,安東凛,These ads ran without a disclaimer,≤100,1
103330614770934,Ocean Project,These ads ran without a disclaimer,≤100,649
107945293997974,真相加拿大,These ads ran without a disclaimer,≤100,1
190832820940348,ACAMS,These ads ran without a disclaimer,≤100,1
109387784102717,Wingstory,These ads ran without a disclaimer,≤100,1
104519198002516,Unique Clothing,These ads ran without a disclaimer,≤100,5
101751297966560,Dobashrine,These ads ran without a disclaimer,≤100,1
105506317857900,Grand Maître Médium Kabiéssi,These ads ran without a disclaimer,≤100,1
7504006361,JibJab,These ads ran without a disclaimer,≤100,4
248978909139642,MarketCia,These ads ran without a disclaimer,≤100,1
107688900937991,Rogue Art,These ads ran without a disclaimer,≤100,1
246406492206171,Mirek Szponar,These ads ran without a disclaimer,≤100,1
325730564206693,LDS Women,These ads ran without a disclaimer,≤100,1
109042070442967,midnight_ranger18,These ads ran without a disclaimer,≤100,4
102251474732882,Aurora LED,These ads ran without a disclaimer,≤100,9
0,Instagram User 6439903841,These ads ran without a disclaimer,≤100,1
565338740631849,European Technology Chamber,These ads ran without a disclaimer,≤100,1
272256069454439,Codecademy,These ads ran without a disclaimer,≤100,4
1315957728448472,Sarah Nails styliste ongulaire,These ads ran without a disclaimer,≤100,3
194744437234406,CICD - College for International Co-operation and Development,These ads ran without a disclaimer,≤100,1
489404221081100,CIFA SpA,These ads ran without a disclaimer,≤100,2
162315830478396,Humble Bundle,These ads ran without a disclaimer,≤100,1
1542450769317920,Halloween Is Coming,These ads ran without a disclaimer,≤100,8
2388244717862348,Yohannans,These ads ran without a disclaimer,≤100,1
1111231008922918,Modernaffiches,These ads ran without a disclaimer,≤100,1
1759954774225870,Pracownia Optyczna "Różański s.c",These ads ran without a disclaimer,≤100,1
640657689395432,fluffypiranha #pluszowapirania,These ads ran without a disclaimer,≤100,1
211211155280,Esri,These ads ran without a disclaimer,≤100,6
179635265973968,Alberto Alemanno,These ads ran without a disclaimer,≤100,2
7933444510,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",These ads ran without a disclaimer,≤100,1
281351288565681,[ MIX FEED ],These ads ran without a disclaimer,≤100,1
823755327641704,SwiftScan,These ads ran without a disclaimer,≤100,3
111257452230362,𝙔𝙪𝙨𝙪𝙛 𝘾𝙝𝙖𝙢𝙗𝙚𝙧𝙨,These ads ran without a disclaimer,≤100,84
1514921332061615,Hungary Today,These ads ran without a disclaimer,≤100,3
101097641261301,Carter TV,These ads ran without a disclaimer,≤100,3
101810611211334,Lera Kostenko,These ads ran without a disclaimer,≤100,1
519186928221952,Department of Irgoon and Israelis Abroad - WZO,These ads ran without a disclaimer,≤100,2
2166195926767636,Newchic Men,These ads ran without a disclaimer,≤100,6
158402677555776,European External Action Service - EEAS,These ads ran without a disclaimer,≤100,5
353050268688935,Algériens Sans Frontières,These ads ran without a disclaimer,≤100,1
346397372237496,MSC Polska - chroń morza i oceany,These ads ran without a disclaimer,≤100,1
114246640302543,Uwolnij Swe Zasoby,These ads ran without a disclaimer,≤100,1
101066844951430,Ipanda2,These ads ran without a disclaimer,≤100,8
808250665892472,BDSwiss,These ads ran without a disclaimer,≤100,1
165644626810732,A.B. Dental Corporate,These ads ran without a disclaimer,≤100,33
1739569106145422,Hernweh's,These ads ran without a disclaimer,≤100,12
671428963302920,Extinction Rebellion Szczecin,These ads ran without a disclaimer,≤100,1
1723630487739362,Future light,These ads ran without a disclaimer,≤100,1
102970056414194,HYLA,These ads ran without a disclaimer,≤100,1
1642678769161065,oekoreich,These ads ran without a disclaimer,≤100,1
107932627357314,For a good tomorrow,These ads ran without a disclaimer,≤100,1
254662945152403,SeawayExport Ukraine,These ads ran without a disclaimer,≤100,3
262497438354,Best Service,These ads ran without a disclaimer,≤100,1
100753627109147,Fancy Blast,These ads ran without a disclaimer,≤100,1
350097562443914,Hippie Souls - Amzitee,These ads ran without a disclaimer,≤100,9
199522346868346,WoodWatch,These ads ran without a disclaimer,≤100,2
39197138659,ACLU of New Mexico,ACLU of New Mexico,≤100,1
102913931401749,Pfleiderer Polska,These ads ran without a disclaimer,≤100,1
1617474868380244,Crazy Ginekolog,These ads ran without a disclaimer,≤100,1
340074242782086,DYLN,These ads ran without a disclaimer,≤100,1
798671170547571,Som hrdý Slovan,These ads ran without a disclaimer,≤100,1
225472611615792,Lurella Cosmetics.,These ads ran without a disclaimer,≤100,1
105709390842947,Everything Reusable,These ads ran without a disclaimer,≤100,32
438424019539212,Matt Brown,These ads ran without a disclaimer,≤100,2
966031133504106,Green Is The New Black,These ads ran without a disclaimer,≤100,1
2037621536346008,MAKE-UP ARTIST IM �,These ads ran without a disclaimer,≤100,1
333650670583971,Innobiz,These ads ran without a disclaimer,≤100,1
1746422122040777,Innovated Space,These ads ran without a disclaimer,≤100,6
110006827171498,Cộng Đồng Sức Khoẻ,These ads ran without a disclaimer,≤100,1
1918557004950101,Thomas Torelli,These ads ran without a disclaimer,≤100,5
141000842608491,Falstaff Living,These ads ran without a disclaimer,≤100,1
584742185001066,Fundacja na rzecz Równości i Emancypacji STER,These ads ran without a disclaimer,≤100,1
100557668459561,TheGeopolity,These ads ran without a disclaimer,≤100,1
437489159794764,Exponea,These ads ran without a disclaimer,≤100,13
106230730951842,Fy abbey-shop,These ads ran without a disclaimer,≤100,4
76283417065,L'EQUIPE,These ads ran without a disclaimer,≤100,3
623589541605368,Haute Couture,These ads ran without a disclaimer,≤100,1
104792677646339,PB News,These ads ran without a disclaimer,≤100,4
100112534965097,Fanatycy Boruty,These ads ran without a disclaimer,≤100,1
1301838646507775,LuckyBomb Casino Slots,These ads ran without a disclaimer,≤100,1
142898463118604,Spółdzielnia-mieszkaniowa,These ads ran without a disclaimer,≤100,3
274256729606386,Gearhuman,These ads ran without a disclaimer,≤100,5
106527214259643,Zero to Hero: Communist,These ads ran without a disclaimer,≤100,1
44389181906,BehindTheChair.com,These ads ran without a disclaimer,≤100,1
247052546104398,Betluck - Winner,These ads ran without a disclaimer,≤100,1
101111364883130,Safe Air Family,These ads ran without a disclaimer,≤100,1
392347074877769,Młodzieżowy Strajk Klimatyczny Białystok,These ads ran without a disclaimer,≤100,1
331201540240389,We are LGBT Families - Lapi Pablo,These ads ran without a disclaimer,≤100,6
1314500438581501,Stonestreet Music,These ads ran without a disclaimer,≤100,13
122625362474343,Revolution America,These ads ran without a disclaimer,≤100,1
277808042322730,Greenland Technologia EM Sp. z o.o.,These ads ran without a disclaimer,≤100,1
110841397037949,Wels Zander & Co,These ads ran without a disclaimer,≤100,1
107158887670920,Spanish Lessons Online po Polsku,These ads ran without a disclaimer,≤100,2
593371571021420,Safe24 - Find Family & Friends,These ads ran without a disclaimer,≤100,1
116353800041255,"Leila, Jeffrey Ramirez Corp",These ads ran without a disclaimer,≤100,1
104385284484366,Freedom Educational Foundation Inc.,These ads ran without a disclaimer,≤100,1
103992424667233,SUNMAKS.pl,These ads ran without a disclaimer,≤100,1
100586201896998,DecarbConnect Digital Festival,These ads ran without a disclaimer,≤100,1
320788968000582,Center for Israel Education,These ads ran without a disclaimer,≤100,1
154135815105926,Hydrotech Group,These ads ran without a disclaimer,≤100,2
312690089435651,Agnieszka Gorgosz - Sołtys Libertowa,These ads ran without a disclaimer,≤100,1
114241421924053,PRESS-SERVICE Monitoring Mediów,These ads ran without a disclaimer,≤100,1
108986302548902,Nordic Business Forum,These ads ran without a disclaimer,≤100,6
696730300526987,Muscat's Corruption Legacy,These ads ran without a disclaimer,≤100,8
103568098335946,Tank Streams,These ads ran without a disclaimer,≤100,1
108109867581990,Dumni Wyborcy Prawa i Sprawiedliwości,These ads ran without a disclaimer,≤100,2
1481267128811354,UN International Residual Mechanism for Criminal Tribunals,These ads ran without a disclaimer,≤100,1
289446947817747,Global Citizen,These ads ran without a disclaimer,≤100,5
1050655458352266,Dialogue of Civilizations Research Institute,These ads ran without a disclaimer,≤100,1
409247052548629,ClimateLaunchpad,These ads ran without a disclaimer,≤100,1
1666036290358269,Kancelaria Prawna Iustitia,These ads ran without a disclaimer,≤100,1
917047588654615,Badercently,These ads ran without a disclaimer,≤100,1
112996496772149,F1TopNews,These ads ran without a disclaimer,≤100,1
71778625607,Ummati of Prophet Muhammad "May Peace and Blessings be upon HIM",These ads ran without a disclaimer,≤100,1
223822464395808,WSL Sneaker Store,These ads ran without a disclaimer,≤100,1
230698894267620,Cities Leading Climate Action,These ads ran without a disclaimer,≤100,1
113851530431871,Éco - Responsable,These ads ran without a disclaimer,≤100,1
283294386329,Steven Van Belleghem,These ads ran without a disclaimer,≤100,2
102076781153556,Naomi Aldort pre Slovensko,These ads ran without a disclaimer,≤100,1
2022406837885326,SunDrift,These ads ran without a disclaimer,≤100,2
105744257726395,Sekson,These ads ran without a disclaimer,≤100,1
248039519074498,upply,These ads ran without a disclaimer,≤100,1
181962862598690,Dserproducts,These ads ran without a disclaimer,≤100,4
102136924573157,Weronika Wierzbowska,These ads ran without a disclaimer,≤100,1
1175902702526531,jawne przez poufne,These ads ran without a disclaimer,≤100,1
105339731039704,شریکیم,These ads ran without a disclaimer,≤100,3
